latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
23.78228,86.20873,301.5,0.39,0.36,2026-08-01,2002,SNPP,SNPP,n,2.0NRT,268.7,0.81,N
23.77894,86.20814,299.39,0.39,0.36,2026-08-01,2002,SNPP,SNPP,n,2.0NRT,270.04,0.81,N
23.77836,86.21198,301.64,0.39,0.36,2026-08-01,2002,SNPP,SNPP,n,2.0NRT,269.66,0.81,N
23.66364,86.91719,306.08,0.39,0.36,2026-08-01,2002,SNPP,SNPP,n,2.0NRT,288.27,2.27,N
23.83612,85.4694,308.06,0.41,0.37,2026-08-01,2002,SNPP,SNPP,n,2.0NRT,290,1.46,N
23.63226,86.83409,302.57,0.39,0.36,2026-08-01,2002,SNPP,SNPP,n,2.0NRT,281.84,0.92,N
23.82184,85.4957,311.16,0.41,0.37,2026-08-01,2002,SNPP,SNPP,n,2.0NRT,290.24,2.48,N
23.68604,86.39225,309.34,0.39,0.36,2026-08-01,2002,SNPP,SNPP,n,2.0NRT,267.75,1.49,N
23.68213,86.39546,303.37,0.39,0.36,2026-08-01,2002,SNPP,SNPP,n,2.0NRT,263.74,0.63,N
23.75925,85.8541,298.83,0.4,0.37,2026-08-01,2002,SNPP,SNPP,n,2.0NRT,275.34,0.94,N
23.6788,86.39487,297.19,0.39,0.36,2026-08-01,2002,SNPP,SNPP,n,2.0NRT,263.86,0.7,N
23.67822,86.39868,298.17,0.39,0.36,2026-08-01,2002,SNPP,SNPP,n,2.0NRT,260.19,0.7,N
23.75588,85.85352,306.39,0.4,0.37,2026-08-01,2002,SNPP,SNPP,n,2.0NRT,276.94,0.94,N
23.5629,87.08395,309.67,0.38,0.36,2026-08-01,2002,SNPP,SNPP,n,2.0NRT,284.8,1.36,N
23.68041,86.09647,306.91,0.4,0.37,2026-08-01,2002,SNPP,SNPP,n,2.0NRT,278.47,0.88,N
23.67879,86.0843,307.51,0.4,0.37,2026-08-01,2002,SNPP,SNPP,n,2.0NRT,278.16,1.51,N
23.67486,86.08758,303.38,0.4,0.37,2026-08-01,2002,SNPP,SNPP,n,2.0NRT,281.38,1.36,N
23.7438,85.50382,304.15,0.41,0.37,2026-08-01,2002,SNPP,SNPP,n,2.0NRT,280.21,0.74,N
23.73648,85.48212,305.54,0.41,0.37,2026-08-01,2002,SNPP,SNPP,n,2.0NRT,282.84,1.24,N
23.69555,85.28658,307.46,0.41,0.37,2026-08-01,2002,SNPP,SNPP,n,2.0NRT,286.86,1.02,N
23.65649,85.50642,309.43,0.41,0.37,2026-08-01,2002,SNPP,SNPP,n,2.0NRT,287.8,1.28,N
23.67597,85.32473,303.55,0.41,0.37,2026-08-01,2002,SNPP,SNPP,n,2.0NRT,281.79,0.56,N
23.64879,85.43953,324.61,0.41,0.37,2026-08-01,2002,SNPP,SNPP,n,2.0NRT,288.73,2.69,N
23.64938,85.43553,314.88,0.41,0.37,2026-08-01,2002,SNPP,SNPP,n,2.0NRT,288.62,2.11,N
23.64538,85.43893,323.94,0.41,0.37,2026-08-01,2002,SNPP,SNPP,n,2.0NRT,288.4,2.6,N
23.1645,82.33836,304.63,0.55,0.43,2026-08-01,2002,SNPP,SNPP,n,2.0NRT,267.28,1.72,N
22.3799,87.27829,303.78,0.38,0.36,2026-08-01,2002,SNPP,SNPP,n,2.0NRT,277.45,0.73,N
22.3766,87.27768,325.56,0.38,0.36,2026-08-01,2002,SNPP,SNPP,n,2.0NRT,278.65,3.12,N
22.37601,87.28139,314.12,0.38,0.36,2026-08-01,2002,SNPP,SNPP,n,2.0NRT,278.2,1.19,N
22.36645,87.29871,303.72,0.38,0.36,2026-08-01,2002,SNPP,SNPP,n,2.0NRT,278.34,1.57,N
22.36585,87.30242,312.71,0.38,0.36,2026-08-01,2002,SNPP,SNPP,n,2.0NRT,278.35,0.96,N
22.36255,87.30181,310.9,0.38,0.36,2026-08-01,2002,SNPP,SNPP,n,2.0NRT,277.91,0.96,N
22.35773,87.28947,308.72,0.38,0.36,2026-08-01,2002,SNPP,SNPP,n,2.0NRT,276.15,1.01,N
22.36079,87.01614,308.55,0.38,0.36,2026-08-01,2002,SNPP,SNPP,n,2.0NRT,276.7,1.21,N
22.24395,87.38752,304.81,0.38,0.36,2026-08-01,2002,SNPP,SNPP,n,2.0NRT,274.84,1.09,N
22.33086,82.60378,300.67,0.52,0.42,2026-08-01,2002,SNPP,SNPP,n,2.0NRT,268.19,0.93,N
22.35836,82.30158,308.46,0.54,0.42,2026-08-01,2002,SNPP,SNPP,n,2.0NRT,274.28,2.25,N
22.32667,82.54604,296.31,0.53,0.42,2026-08-01,2002,SNPP,SNPP,n,2.0NRT,263.55,0.4,N
22.32017,82.56593,302.71,0.53,0.42,2026-08-01,2002,SNPP,SNPP,n,2.0NRT,269.35,1.55,N
22.3195,82.57103,297.42,0.52,0.42,2026-08-01,2002,SNPP,SNPP,n,2.0NRT,268.19,0.63,N
22.31699,82.56023,305.32,0.53,0.42,2026-08-01,2002,SNPP,SNPP,n,2.0NRT,270.14,1.67,N
20.97377,86.00666,309.01,0.39,0.36,2026-08-01,2002,SNPP,SNPP,n,2.0NRT,279.29,1.63,N
20.96381,86.00493,307.5,0.39,0.36,2026-08-01,2002,SNPP,SNPP,n,2.0NRT,274.9,1.13,N
11.81063,77.9237,307.7,0.49,0.49,2026-08-01,2004,SNPP,SNPP,n,2.0NRT,281.93,1.56,N
11.65214,78.03033,304.86,0.48,0.48,2026-08-01,2004,SNPP,SNPP,n,2.0NRT,281.41,0.83,N
11.28438,79.75117,315.05,0.56,0.43,2026-08-01,2004,SNPP,SNPP,n,2.0NRT,290.22,2.23,N
17.13722,77.17518,302.76,0.32,0.55,2026-08-01,2004,SNPP,SNPP,n,2.0NRT,286.98,0.65,N
11.80772,77.92508,305.82,0.49,0.49,2026-08-01,2004,SNPP,SNPP,n,2.0NRT,281.73,1.05,N
8.82639,78.08728,349.32,0.44,0.46,2026-08-01,2006,SNPP,SNPP,n,2.0NRT,290.19,22.26,N
11.17522,79.08694,307.05,0.4,0.45,2026-08-01,2006,SNPP,SNPP,n,2.0NRT,289.7,2.63,N
8.75772,78.17909,306.04,0.43,0.46,2026-08-01,2006,SNPP,SNPP,n,2.0NRT,282.65,2.06,N
11.18186,79.0993,306.32,0.4,0.45,2026-08-01,2006,SNPP,SNPP,n,2.0NRT,290.03,2.34,N
8.75715,78.183,326.49,0.43,0.46,2026-08-01,2006,SNPP,SNPP,n,2.0NRT,284.82,2.06,N
20.90794,71.4593,300.98,0.38,0.59,2026-08-01,2144,SNPP,SNPP,n,2.0NRT,285.36,0.99,N
20.96841,85.17646,336.43,0.48,0.48,2026-08-02,0714,SNPP,SNPP,n,2.0NRT,288.94,9.11,D
17.6107,83.20548,332.53,0.37,0.58,2026-08-02,0714,SNPP,SNPP,n,2.0NRT,289.49,3.23,D
25.85723,93.33242,340.14,0.42,0.38,2026-08-02,0716,SNPP,SNPP,n,2.0NRT,292.01,6.84,D
25.87871,93.3072,334.7,0.42,0.38,2026-08-02,0716,SNPP,SNPP,n,2.0NRT,293.6,4.96,D
26.0261,93.54562,334.11,0.43,0.38,2026-08-02,0716,SNPP,SNPP,n,2.0NRT,293.37,3.09,D
26.01458,93.35497,333.87,0.43,0.38,2026-08-02,0716,SNPP,SNPP,n,2.0NRT,292.2,2.52,D
9.02032,77.84805,333.75,0.32,0.55,2026-08-02,0852,SNPP,SNPP,n,2.0NRT,277.47,2.17,D
12.33321,79.90759,338.17,0.49,0.65,2026-08-02,0852,SNPP,SNPP,n,2.0NRT,287,2.98,D
13.93082,77.46706,332.72,0.35,0.57,2026-08-02,0852,SNPP,SNPP,n,2.0NRT,290.94,2.72,D
23.80479,86.32948,324.81,0.42,0.45,2026-08-02,1942,SNPP,SNPP,n,2.0NRT,283.53,3.03,N
23.79827,86.34924,325.36,0.41,0.45,2026-08-02,1942,SNPP,SNPP,n,2.0NRT,283.07,3.51,N
23.80063,86.3289,307.74,0.42,0.45,2026-08-02,1942,SNPP,SNPP,n,2.0NRT,282.85,1.57,N
23.79779,86.35337,305.54,0.41,0.45,2026-08-02,1942,SNPP,SNPP,n,2.0NRT,282.26,1.21,N
23.79365,86.35276,308.29,0.41,0.45,2026-08-02,1942,SNPP,SNPP,n,2.0NRT,282.64,1.21,N
23.69447,87.12154,300.48,0.56,0.43,2026-08-02,1942,SNPP,SNPP,n,2.0NRT,272.74,0.72,N
23.80343,86.33026,327.85,0.41,0.45,2026-08-02,1942,SNPP,SNPP,n,2.0NRT,283.83,3.48,N
23.79679,86.34998,321.22,0.41,0.45,2026-08-02,1942,SNPP,SNPP,n,2.0NRT,282.84,3.47,N
23.79628,86.3541,312.33,0.41,0.45,2026-08-02,1942,SNPP,SNPP,n,2.0NRT,282.45,1.43,N
23.69368,87.10851,301.55,0.56,0.43,2026-08-02,1942,SNPP,SNPP,n,2.0NRT,274.2,1.93,N
23.69229,87.11947,299.81,0.56,0.43,2026-08-02,1942,SNPP,SNPP,n,2.0NRT,272.75,2.46,N
23.77936,86.38896,329.28,0.41,0.45,2026-08-02,1942,SNPP,SNPP,n,2.0NRT,284.5,1.78,N
23.78135,86.37264,306.03,0.41,0.45,2026-08-02,1942,SNPP,SNPP,n,2.0NRT,282.68,1.29,N
23.77886,86.39299,307.33,0.41,0.45,2026-08-02,1942,SNPP,SNPP,n,2.0NRT,283.68,1.97,N
23.68833,87.11887,299.4,0.56,0.43,2026-08-02,1942,SNPP,SNPP,n,2.0NRT,272.12,1.46,N
23.77571,86.38428,304.85,0.41,0.45,2026-08-02,1942,SNPP,SNPP,n,2.0NRT,283.22,1.78,N
23.77522,86.38833,305.6,0.41,0.45,2026-08-02,1942,SNPP,SNPP,n,2.0NRT,283.55,1.78,N
23.77406,86.36327,319.81,0.41,0.45,2026-08-02,1942,SNPP,SNPP,n,2.0NRT,282.46,2.37,N
23.77356,86.36737,304.42,0.41,0.45,2026-08-02,1942,SNPP,SNPP,n,2.0NRT,282,0.98,N
23.76912,86.40388,315.91,0.41,0.45,2026-08-02,1942,SNPP,SNPP,n,2.0NRT,283.1,2.45,N
23.76498,86.40328,321.81,0.41,0.45,2026-08-02,1942,SNPP,SNPP,n,2.0NRT,282.55,2.45,N
23.76448,86.40738,308.19,0.41,0.45,2026-08-02,1942,SNPP,SNPP,n,2.0NRT,282.94,1.38,N
23.76085,86.40268,303.96,0.41,0.45,2026-08-02,1942,SNPP,SNPP,n,2.0NRT,279.56,1.97,N
23.7799,86.20953,314.74,0.42,0.45,2026-08-02,1942,SNPP,SNPP,n,2.0NRT,282.95,1.94,N
23.75622,86.40613,307.32,0.41,0.45,2026-08-02,1942,SNPP,SNPP,n,2.0NRT,282.29,0.87,N
23.75063,86.41763,312.47,0.41,0.45,2026-08-02,1942,SNPP,SNPP,n,2.0NRT,282.37,1.84,N
23.77303,86.19574,304.68,0.42,0.45,2026-08-02,1942,SNPP,SNPP,n,2.0NRT,282.45,1.34,N
23.73631,86.43188,318.3,0.41,0.45,2026-08-02,1942,SNPP,SNPP,n,2.0NRT,281.16,2.93,N
23.73582,86.43589,307.08,0.41,0.45,2026-08-02,1942,SNPP,SNPP,n,2.0NRT,280.21,1.57,N
23.72297,86.4381,302.79,0.41,0.45,2026-08-02,1942,SNPP,SNPP,n,2.0NRT,275.82,0.81,N
23.72077,86.42135,298.98,0.41,0.45,2026-08-02,1942,SNPP,SNPP,n,2.0NRT,274.19,0.66,N
23.71837,86.44152,305.79,0.41,0.45,2026-08-02,1942,SNPP,SNPP,n,2.0NRT,278.57,1.62,N
23.66153,86.91164,296.16,0.38,0.43,2026-08-02,1942,SNPP,SNPP,n,2.0NRT,271.11,0.33,N
23.71329,86.44895,305.82,0.41,0.45,2026-08-02,1942,SNPP,SNPP,n,2.0NRT,279.08,1.48,N
23.71281,86.45299,312.23,0.41,0.45,2026-08-02,1942,SNPP,SNPP,n,2.0NRT,279.55,1.48,N
23.70696,86.43157,300.02,0.41,0.45,2026-08-02,1942,SNPP,SNPP,n,2.0NRT,267.13,0.76,N
23.61413,86.78986,302.09,0.39,0.44,2026-08-02,1942,SNPP,SNPP,n,2.0NRT,274.76,1.13,N
23.82626,84.92207,296.97,0.51,0.49,2026-08-02,1942,SNPP,SNPP,n,2.0NRT,278.43,1.64,N
23.68204,86.09521,305.92,0.43,0.46,2026-08-02,1942,SNPP,SNPP,n,2.0NRT,280.08,1.86,N
23.67882,86.08623,312.7,0.43,0.46,2026-08-02,1942,SNPP,SNPP,n,2.0NRT,281.13,3.33,N
23.6746,86.08565,303.86,0.43,0.46,2026-08-02,1942,SNPP,SNPP,n,2.0NRT,280.99,1.51,N
22.87305,88.21144,304.86,0.48,0.4,2026-08-02,1942,SNPP,SNPP,n,2.0NRT,286.78,2.5,N
21.00018,86.02511,306.52,0.4,0.44,2026-08-02,1945,SNPP,SNPP,n,2.0NRT,285.57,0.98,N
20.97161,86.02093,304.6,0.4,0.44,2026-08-02,1945,SNPP,SNPP,n,2.0NRT,284.17,0.77,N
20.96753,86.02036,304.92,0.4,0.44,2026-08-02,1945,SNPP,SNPP,n,2.0NRT,284.36,0.77,N
20.95197,86.04553,314.46,0.4,0.44,2026-08-02,1945,SNPP,SNPP,n,2.0NRT,286.03,1.85,N
20.95151,86.04935,317,0.4,0.44,2026-08-02,1945,SNPP,SNPP,n,2.0NRT,286.19,1.85,N
20.97597,85.16943,303.66,0.45,0.47,2026-08-02,1945,SNPP,SNPP,n,2.0NRT,280.02,1.07,N
20.97545,85.1738,302.12,0.45,0.47,2026-08-02,1945,SNPP,SNPP,n,2.0NRT,280.2,1.07,N
20.97579,85.13397,300.2,0.45,0.47,2026-08-02,1945,SNPP,SNPP,n,2.0NRT,277.67,1.38,N
20.97114,85.17324,304.52,0.45,0.47,2026-08-02,1945,SNPP,SNPP,n,2.0NRT,279.7,1.07,N
20.97062,85.17761,318.44,0.45,0.47,2026-08-02,1945,SNPP,SNPP,n,2.0NRT,278.72,2.46,N
20.96889,85.15518,300.54,0.45,0.47,2026-08-02,1945,SNPP,SNPP,n,2.0NRT,278.18,1.09,N
20.96734,85.16828,310.75,0.45,0.47,2026-08-02,1945,SNPP,SNPP,n,2.0NRT,279.52,1.23,N
20.96683,85.17267,307.88,0.45,0.47,2026-08-02,1945,SNPP,SNPP,n,2.0NRT,279.74,1.23,N
20.96631,85.17702,300.99,0.45,0.47,2026-08-02,1945,SNPP,SNPP,n,2.0NRT,279.17,1.31,N
20.96579,85.18137,302.44,0.45,0.47,2026-08-02,1945,SNPP,SNPP,n,2.0NRT,278.35,1.31,N
20.96528,85.1857,301.31,0.45,0.47,2026-08-02,1945,SNPP,SNPP,n,2.0NRT,277.53,0.78,N
20.96477,85.18999,307.17,0.45,0.47,2026-08-02,1945,SNPP,SNPP,n,2.0NRT,278.64,0.78,N
20.96354,85.16335,307.99,0.45,0.47,2026-08-02,1945,SNPP,SNPP,n,2.0NRT,278.48,2.28,N
20.96303,85.16774,308.17,0.45,0.47,2026-08-02,1945,SNPP,SNPP,n,2.0NRT,279.29,1.23,N
20.96251,85.17209,310.06,0.45,0.47,2026-08-02,1945,SNPP,SNPP,n,2.0NRT,279.56,1.23,N
20.96097,85.18511,303.9,0.45,0.47,2026-08-02,1945,SNPP,SNPP,n,2.0NRT,277.93,0.78,N
20.96047,85.18936,303.66,0.45,0.47,2026-08-02,1945,SNPP,SNPP,n,2.0NRT,278.04,0.78,N
20.80839,85.255,307.23,0.44,0.46,2026-08-02,1945,SNPP,SNPP,n,2.0NRT,275.01,1.4,N
20.79554,85.25333,323.82,0.44,0.46,2026-08-02,1945,SNPP,SNPP,n,2.0NRT,276.53,4.16,N
20.78596,85.26057,314.14,0.44,0.46,2026-08-02,1945,SNPP,SNPP,n,2.0NRT,277.75,1.76,N
20.76046,85.29165,306.03,0.44,0.46,2026-08-02,1945,SNPP,SNPP,n,2.0NRT,282.12,1.03,N
20.75994,85.29595,305.51,0.44,0.46,2026-08-02,1945,SNPP,SNPP,n,2.0NRT,281.73,1.03,N
19.09899,82.16546,306.23,0.33,0.55,2026-08-02,1945,SNPP,SNPP,n,2.0NRT,286.73,1.22,N
19.09864,82.16866,302.78,0.33,0.55,2026-08-02,1945,SNPP,SNPP,n,2.0NRT,286.82,1.35,N
17.61015,83.20491,306.46,0.54,0.51,2026-08-02,1945,SNPP,SNPP,n,2.0NRT,290.74,2.32,N
17.60139,83.19848,306.19,0.54,0.51,2026-08-02,1945,SNPP,SNPP,n,2.0NRT,290.21,3.28,N
17.46558,80.65414,306.05,0.4,0.6,2026-08-02,1945,SNPP,SNPP,n,2.0NRT,287.1,0.71,N
15.17672,77.09852,300.82,0.64,0.72,2026-08-02,1947,SNPP,SNPP,n,2.0NRT,279.11,2.62,N
29.47635,76.85744,313.34,0.56,0.51,2026-08-02,2123,SNPP,SNPP,n,2.0NRT,288.79,4.23,N
29.45936,76.88863,301.32,0.56,0.51,2026-08-02,2123,SNPP,SNPP,n,2.0NRT,281.04,1.68,N
24.93391,74.63229,300.31,0.51,0.49,2026-08-02,2125,SNPP,SNPP,n,2.0NRT,283.38,0.9,N
29.12459,75.77742,305.13,0.41,0.37,2026-08-04,2044,SNPP,SNPP,n,2.0NRT,287.28,1.38,N
24.9348,74.63297,303.67,0.41,0.37,2026-08-04,2046,SNPP,SNPP,n,2.0NRT,284.9,0.78,N
24.76383,74.6097,310.94,0.41,0.37,2026-08-04,2046,SNPP,SNPP,n,2.0NRT,283.82,1.25,N
20.91014,71.45751,296.94,0.51,0.41,2026-08-04,2046,SNPP,SNPP,n,2.0NRT,271.58,0.51,N
17.95609,80.79395,298.78,0.43,0.46,2026-08-04,2049,SNPP,SNPP,n,2.0NRT,266.29,0.69,N
9.11885,77.59209,351.96,0.46,0.47,2026-08-05,0756,SNPP,SNPP,n,2.0NRT,296.13,11.22,D
9.47616,78.53864,335,0.39,0.44,2026-08-05,0756,SNPP,SNPP,n,2.0NRT,299.74,4.1,D
9.49282,78.58743,338.87,0.39,0.44,2026-08-05,0756,SNPP,SNPP,n,2.0NRT,298.53,2.54,D
9.62481,78.86961,338.14,0.56,0.43,2026-08-05,0756,SNPP,SNPP,n,2.0NRT,299.51,3.43,D
9.62131,78.80132,347.9,0.57,0.43,2026-08-05,0756,SNPP,SNPP,n,2.0NRT,302.4,12.57,D
9.7414,78.95979,331.18,0.55,0.43,2026-08-05,0756,SNPP,SNPP,n,2.0NRT,297.62,1.9,D
9.56233,77.6048,340.82,0.45,0.47,2026-08-05,0756,SNPP,SNPP,n,2.0NRT,295.38,3.81,D
9.76804,78.0972,337.65,0.42,0.45,2026-08-05,0756,SNPP,SNPP,n,2.0NRT,298.47,2.63,D
9.87739,78.25546,330.53,0.41,0.45,2026-08-05,0756,SNPP,SNPP,n,2.0NRT,292.01,4.92,D
9.88149,78.25475,333.28,0.41,0.45,2026-08-05,0756,SNPP,SNPP,n,2.0NRT,290.72,5.39,D
9.96715,78.24461,347.06,0.4,0.45,2026-08-05,0756,SNPP,SNPP,n,2.0NRT,285.67,4.27,D
10.0521,77.96274,331,0.42,0.45,2026-08-05,0756,SNPP,SNPP,n,2.0NRT,292.12,3.78,D
10.10864,78.09402,341.61,0.41,0.45,2026-08-05,0756,SNPP,SNPP,n,2.0NRT,289.35,3.84,D
10.21352,77.844,333.73,0.42,0.46,2026-08-05,0756,SNPP,SNPP,n,2.0NRT,296.16,4.9,D
15.49071,76.92935,334.81,0.4,0.44,2026-08-05,0758,SNPP,SNPP,n,2.0NRT,284.95,3.58,D
21.10591,72.6481,343.53,0.59,0.53,2026-08-05,0758,SNPP,SNPP,n,2.0NRT,290.97,15.08,D
21.10476,72.64249,332.91,0.59,0.53,2026-08-05,0758,SNPP,SNPP,n,2.0NRT,291.55,10.09,D
21.1036,72.63686,343.75,0.59,0.53,2026-08-05,0758,SNPP,SNPP,n,2.0NRT,291.87,10.09,D
26.78024,72.00262,334.45,0.5,0.49,2026-08-05,0801,SNPP,SNPP,n,2.0NRT,295.29,12.75,D
27.46189,95.4748,312.22,0.47,0.64,2026-08-05,1843,SNPP,SNPP,n,2.0NRT,286.82,3.71,N
27.45947,95.47298,303.51,0.47,0.64,2026-08-05,1843,SNPP,SNPP,n,2.0NRT,286.88,2.65,N
27.22297,95.34383,307.44,0.48,0.65,2026-08-05,1843,SNPP,SNPP,n,2.0NRT,286.59,1.02,N
27.37853,95.08959,304.54,0.53,0.67,2026-08-05,2025,SNPP,SNPP,n,2.0NRT,287.07,1,N
27.32435,95.27443,303.53,0.54,0.68,2026-08-05,2025,SNPP,SNPP,n,2.0NRT,286.76,1.35,N
25.54031,91.23436,296.04,0.34,0.56,2026-08-05,2025,SNPP,SNPP,n,2.0NRT,279.79,0.49,N
25.94674,72.18602,304.69,0.34,0.56,2026-08-05,2025,SNPP,SNPP,n,2.0NRT,290.55,1.02,N
25.94643,72.18946,316.77,0.34,0.56,2026-08-05,2025,SNPP,SNPP,n,2.0NRT,290.78,1.02,N
25.94612,72.1929,305.82,0.34,0.56,2026-08-05,2025,SNPP,SNPP,n,2.0NRT,291.15,1.39,N
25.94124,72.18885,367,0.34,0.56,2026-08-05,2025,SNPP,SNPP,h,2.0NRT,292.51,12.04,N
25.94093,72.19228,320.34,0.34,0.56,2026-08-05,2025,SNPP,SNPP,n,2.0NRT,291.52,7.49,N
25.94155,72.18542,314.83,0.34,0.56,2026-08-05,2025,SNPP,SNPP,n,2.0NRT,290.39,12.04,N
25.77749,73.70023,304.82,0.54,0.51,2026-08-05,2025,SNPP,SNPP,n,2.0NRT,290.31,1.22,N
24.7634,74.60711,303.9,0.46,0.47,2026-08-05,2025,SNPP,SNPP,n,2.0NRT,282.19,1.12,N
23.16576,82.3386,295.04,0.4,0.37,2026-08-05,2025,SNPP,SNPP,n,2.0NRT,258.66,1.42,N
21.17995,81.38754,314.91,0.39,0.36,2026-08-05,2027,SNPP,SNPP,n,2.0NRT,287.59,3.08,N
17.0624,76.98035,303.77,0.43,0.38,2026-08-05,2027,SNPP,SNPP,n,2.0NRT,278.88,0.68,N
17.14041,77.1832,297.32,0.42,0.38,2026-08-05,2027,SNPP,SNPP,n,2.0NRT,271.25,0.5,N
22.3214,82.56449,300.88,0.41,0.37,2026-08-05,2027,SNPP,SNPP,n,2.0NRT,278.84,1.35,N
22.31869,82.55992,309.2,0.41,0.37,2026-08-05,2027,SNPP,SNPP,n,2.0NRT,279.44,1.6,N
22.31735,82.56773,297.2,0.41,0.37,2026-08-05,2027,SNPP,SNPP,n,2.0NRT,279.09,1.29,N
21.18328,81.38815,341.74,0.39,0.36,2026-08-05,2027,SNPP,SNPP,n,2.0NRT,288.5,3.08,N
12.60402,77.88007,300.19,0.39,0.36,2026-08-05,2029,SNPP,SNPP,n,2.0NRT,281.33,0.7,N
15.17617,76.65316,304.09,0.43,0.38,2026-08-05,2029,SNPP,SNPP,n,2.0NRT,285.96,2.48,N
15.16628,76.67182,301.27,0.42,0.38,2026-08-05,2029,SNPP,SNPP,n,2.0NRT,282.77,0.73,N
14.29199,77.75083,302.26,0.39,0.36,2026-08-05,2029,SNPP,SNPP,n,2.0NRT,286.95,0.67,N
14.29144,77.75444,308,0.39,0.36,2026-08-05,2029,SNPP,SNPP,n,2.0NRT,287.51,0.59,N
14.24024,76.98493,300.74,0.41,0.37,2026-08-05,2029,SNPP,SNPP,n,2.0NRT,281.29,0.42,N
11.77638,78.05933,315.9,0.38,0.36,2026-08-05,2029,SNPP,SNPP,n,2.0NRT,288.74,2.18,N
11.18289,79.10062,301.17,0.39,0.36,2026-08-05,2029,SNPP,SNPP,n,2.0NRT,279.29,0.72,N
9.89198,78.10873,310.02,0.38,0.36,2026-08-05,2029,SNPP,SNPP,n,2.0NRT,286.71,0.85,N
15.33476,76.28623,306.4,0.44,0.38,2026-08-05,2029,SNPP,SNPP,n,2.0NRT,282.29,1.11,N
15.02261,78.01593,298.12,0.39,0.36,2026-08-05,2029,SNPP,SNPP,n,2.0NRT,276.54,0.46,N
15.18135,76.66604,335.98,0.42,0.38,2026-08-05,2029,SNPP,SNPP,n,2.0NRT,285.66,5.17,N
15.18018,76.67391,303.23,0.42,0.38,2026-08-05,2029,SNPP,SNPP,n,2.0NRT,284.81,2.31,N
15.17612,76.67731,304.33,0.42,0.38,2026-08-05,2029,SNPP,SNPP,n,2.0NRT,284.05,1.75,N
15.17377,76.69308,311.01,0.42,0.38,2026-08-05,2029,SNPP,SNPP,n,2.0NRT,284.43,1.07,N
15.17558,76.6571,330.04,0.43,0.38,2026-08-05,2029,SNPP,SNPP,n,2.0NRT,287.14,2.48,N
9.46912,78.57309,305.76,0.39,0.36,2026-08-05,2032,SNPP,SNPP,n,2.0NRT,288.35,0.87,N
8.86704,78.12225,306.96,0.39,0.36,2026-08-05,2032,SNPP,SNPP,n,2.0NRT,290.65,2.03,N
9.47245,78.57364,305.05,0.39,0.36,2026-08-05,2032,SNPP,SNPP,n,2.0NRT,288.48,0.8,N
27.69931,96.24134,335.86,0.53,0.67,2026-08-06,0559,SNPP,SNPP,n,2.0NRT,289.71,3.33,D
22.92897,70.10838,342.39,0.39,0.59,2026-08-06,0922,SNPP,SNPP,n,2.0NRT,293.05,6.02,D
22.36742,87.01875,308.89,0.4,0.37,2026-08-06,2008,SNPP,SNPP,n,2.0NRT,290.2,1.19,N
22.21637,84.86812,295.01,0.39,0.36,2026-08-06,2008,SNPP,SNPP,n,2.0NRT,275.85,0.92,N
22.0551,85.4648,302.09,0.38,0.36,2026-08-06,2008,SNPP,SNPP,n,2.0NRT,282.08,1,N
21.24483,79.22414,299.94,0.43,0.46,2026-08-06,2008,SNPP,SNPP,n,2.0NRT,274.39,0.56,N
25.4376,86.06772,310.53,0.38,0.36,2026-08-06,2008,SNPP,SNPP,n,2.0NRT,291.85,1.96,N
25.03714,87.38972,307.8,0.39,0.36,2026-08-06,2008,SNPP,SNPP,n,2.0NRT,291.87,2.13,N
25.03371,87.36905,316.86,0.39,0.36,2026-08-06,2008,SNPP,SNPP,n,2.0NRT,291.93,3.41,N
23.78112,86.37527,305.55,0.39,0.36,2026-08-06,2008,SNPP,SNPP,n,2.0NRT,289.31,2.52,N
23.77868,86.3903,303.41,0.39,0.36,2026-08-06,2008,SNPP,SNPP,n,2.0NRT,284.54,2.92,N
23.79362,86.2345,308.3,0.38,0.36,2026-08-06,2008,SNPP,SNPP,n,2.0NRT,290.71,1.82,N
23.78118,86.20918,306.17,0.38,0.36,2026-08-06,2008,SNPP,SNPP,n,2.0NRT,290.2,1.64,N
23.77788,86.20856,303.27,0.38,0.36,2026-08-06,2008,SNPP,SNPP,n,2.0NRT,289.43,1.73,N
23.77308,86.19608,314.75,0.38,0.36,2026-08-06,2008,SNPP,SNPP,n,2.0NRT,289.63,2.31,N
23.61562,86.78735,304.7,0.39,0.36,2026-08-06,2008,SNPP,SNPP,n,2.0NRT,290.37,2.08,N
23.61498,86.79118,310.4,0.39,0.36,2026-08-06,2008,SNPP,SNPP,n,2.0NRT,290.72,2.43,N
22.36406,87.0181,305.66,0.4,0.37,2026-08-06,2008,SNPP,SNPP,n,2.0NRT,289.09,1.19,N
23.61129,87.14533,306.73,0.4,0.37,2026-08-06,2008,SNPP,SNPP,n,2.0NRT,291.21,2.72,N
25.94364,72.19364,327.35,0.42,0.61,2026-08-06,2148,SNPP,SNPP,n,2.0NRT,290.2,2.7,N
8.76202,78.18221,335.65,0.43,0.62,2026-08-07,0858,SNPP,SNPP,n,2.0NRT,274.04,5.28,D
8.75627,78.18294,351.99,0.43,0.62,2026-08-07,0858,SNPP,SNPP,n,2.0NRT,275.14,5.28,D
22.92664,70.10907,333.56,0.39,0.44,2026-08-07,0902,SNPP,SNPP,n,2.0NRT,292.97,3.96,D
